review_id,author,story,acting,visuals,sounds,values,overall
rw10407397,williamwinklerjr-34118,1.0,0.0,-1.0,1.0,,0
rw10400283,imdbfan-8531180297,-2.0,-1.0,-2.0,1.0,,-2
rw10427643,gomezjubilee,1.0,,2.0,,1.0,1
rw10411421,imdbfan-1363577097,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10407218,nitinkumargk,-2.0,-1.0,,,,-2
rw10401770,michelmenesesc,-2.0,-2.0,-2.0,-2.0,,-2
rw10399890,imdbfan-8444716501,-2.0,-2.0,-2.0,1.0,,-2
rw10401009,imdbfan-9774567523,-2.0,-2.0,-2.0,-2.0,,-2
rw10418461,imdbfan-3078072892,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10401322,lasadon,-2.0,-2.0,-2.0,-1.0,,-2
rw10398268,hen-71562,1.0,1.0,,1.0,1.0,1
rw10390730,Alex1488,-1.0,,,,,-1
rw10398951,epalminteri,1.0,-1.0,1.0,1.0,0.0,0
rw10401573,imdbfan-0488091448,-2.0,-1.0,-2.0,1.0,,-2
rw10400420,bhorntvedt,-2.0,,,,-2.0,-2
rw10403072,imdbfan-5908996175,-1.0,0.0,-1.0,,-1.0,-1
rw10401711,johnlim1001,-2.0,-1.0,-2.0,,-1.0,-2
rw10401606,imdbfan-0806192661,-2.0,-2.0,,,,-2
rw10401390,nowomen,-2.0,-2.0,,,,-2
rw10401577,imdbfan-2213691795,-2.0,-2.0,-2.0,-2.0,,-2
rw10417160,imdbfan-7802012563,-2.0,-1.0,-2.0,0.0,,-2
rw10400281,nickr912,-2.0,-2.0,,-2.0,,-2
rw10401257,imdbfan-6190229357,-2.0,-2.0,-2.0,-2.0,,-2
rw10401896,imdbfan-3504485896,-2.0,-2.0,,,,-2
rw10402935,imdbfan-1466248386,-2.0,-2.0,-2.0,,,-2
rw10401404,imdbfan-2581571750,-1.0,-1.0,-2.0,,,-1
rw10402010,imdbfan-5503747086,-1.0,,,,,-1
rw10400191,lucasandrewyoung,-2.0,-2.0,-2.0,-2.0,,-2
rw10413364,imdbfan-2228715432,-2.0,-2.0,-2.0,,,-2
rw10421786,imdbfan-8976479377,1.0,1.0,2.0,0.0,,1
rw10398210,savannah-sb,1.0,,,,,1
rw10401771,imdbfan-5928671874,-1.0,-1.0,-1.0,,,-2
rw10401576,imdbfan-2510623395,-2.0,,,,,-2
rw10400124,lekkerland,-2.0,,,,-2.0,-2
rw10402888,jaketerry-31795,-2.0,,,,,-2
rw10400257,xchristheisx,-2.0,,,,,-2
rw10415617,vicz-08744,-2.0,-1.0,-2.0,,,-2
rw10407300,waqashbutt,,-2.0,,,,-2
rw10402223,imdbfan-3697410407,-2.0,-2.0,,,,-2
rw10411879,moynulislamneloi,1.0,,-1.0,,,1
rw10398275,christian-pace15,-1.0,1.0,-1.0,-1.0,,0
rw10411373,hoomanmortazavi-92117,-1.0,0.0,-1.0,,,-1
rw10401020,johnojono,-2.0,-2.0,,,,-2
rw10401599,imdbfan-9195636152,-2.0,-2.0,-1.0,,,-2
rw10437033,Dandxlion,-2.0,-2.0,,,,-2
rw10401524,imdbfan-8163786688,-2.0,,,,-1.0,-2
rw10402894,audreylubis,-1.0,,,,,-2
rw10401708,imdbfan-2795936447,-1.0,-1.0,-1.0,,,-2
rw10402870,imdbfan-2318463179,-1.0,,-2.0,,,-2
rw10405560,DrEdwardScottMD,1.0,1.0,1.0,,,1
rw10408137,imdbfan-2109384099,1.0,,,,,1
rw10402831,madasar-25501,-2.0,-2.0,,,,-2
rw10407493,hcvdgyw,,-1.0,-2.0,,,-1
rw10434939,jonatankuesell,-2.0,,-2.0,,,-2
rw10439132,yudiaaiiu,-1.0,-1.0,,,,-1
rw10438480,ivleugels,-1.0,-1.0,-2.0,,,-1
rw10401774,pschuchardt-34602,-1.0,-1.0,0.0,0.0,,-1
rw10403942,imdbfan-9842112558,-2.0,-2.0,,,,-2
rw10395307,info-72217-03695,2.0,2.0,2.0,2.0,,2
rw10417981,imdbfan-5155107438,0.0,,,,1.0,1
rw10402757,paulkozakiewicz,-2.0,-2.0,,,,-2
rw10420514,reginaketcherside,-2.0,,-2.0,,,-2
rw10411867,sahilalikhan-99539,-2.0,-1.0,-2.0,-2.0,,-2
rw10420484,imdbfan-8450106526,-1.0,-1.0,,1.0,,1
rw10403912,daverruzveh,-2.0,,,,,-2
rw10403925,william_cabj,-2.0,-2.0,-2.0,-2.0,,-2
rw10403945,vqmbtqb,-2.0,-2.0,,,-2.0,-2
rw10395596,ybzpym-44432,1.0,1.0,1.0,1.0,,1
rw10406780,imdbfan-3164977133,-1.0,0.0,-1.0,1.0,,0
rw10403909,melvinmaya,-2.0,1.0,,,,-1
rw5860167,SAMTHEBESTEST,-1.0,-1.0,-1.0,-1.0,-1.0,-2
rw10433782,dhtrhmkr,-1.0,-2.0,-2.0,1.0,,-2
rw10396536,laurentpcupdate,-2.0,1.0,-2.0,-2.0,,-2
rw10397923,dtzikandelov,-2.0,,,,-2.0,-2
rw10397842,elelinium,-2.0,-1.0,,,,-2
rw10397582,imdbfan-4529071899,-2.0,-2.0,,,,-2
rw10392287,Alatheary0p,1.0,1.0,1.0,1.0,1.0,1
rw10416145,yuurialbuquerque,-1.0,-2.0,1.0,-1.0,,0
rw10402755,mmandalawi,-2.0,,,,,-2
rw10398077,helvaboy,-2.0,-2.0,-2.0,,,-2
rw10407209,saliq-80490,-2.0,,-2.0,-2.0,,-2
rw10423747,imdbfan-8857456431,-2.0,-2.0,,,,-2
rw10398068,nickbsince,-2.0,-1.0,-1.0,,,-2
rw10403929,linktwl,-2.0,1.0,-2.0,,,-2
rw10428426,mubinulhussain,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10396826,gustafgranlund,-2.0,,-2.0,,,-2
rw10405206,mahdesi-137-675165,1.0,1.0,-1.0,,,1
rw10413553,blhommeau,-1.0,2.0,0.0,,,-1
rw10425878,imdbfan-5482608642,-2.0,,-2.0,-2.0,,-2
rw10401399,marlena-78980,-2.0,-2.0,,,,-2
rw10423677,imdbfan-0759083594,,,,,,-2
rw10395208,mohnrecordings,-1.0,1.0,,,,-1
rw10425849,imdbfan-0367108170,-2.0,-2.0,-2.0,,,-2
rw10411120,imdbfan-8821877920,-2.0,-1.0,-2.0,,,-2
rw10411769,evanshepherd-30683,-2.0,-2.0,-2.0,-2.0,,-2
rw10402765,Saunan,-1.0,-2.0,,,-1.0,-2
rw10413925,imdbfan-9638197641,-2.0,-2.0,-2.0,,,-2
rw10402972,jordandp-38582,1.0,,1.0,1.0,,1
rw10415523,bradleyc-1,1.0,,1.0,1.0,1.0,1
rw10434199,tristanvliet,-1.0,,,1.0,-1.0,-1
rw10411096,imdbfan-9540248831,-2.0,,,,-1.0,-2
rw10413816,imdbfan-5426936066,-1.0,-1.0,0.0,-1.0,,-1
rw10413617,eximpwnz,-2.0,-2.0,,,,-2
rw10412181,chelaruandreialexandru,-2.0,-2.0,-2.0,-2.0,,-2
rw10412644,zarizakaria,-2.0,-2.0,-2.0,,,-2
rw10392230,branimircenov,-2.0,-2.0,-2.0,-1.0,,-2
rw10408524,imdbfan-3469958148,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10431068,jonasuytterhoevenorka,1.0,2.0,,1.0,,2
rw10417872,imdbfan-2567442061,-1.0,,,1.0,0.0,0
rw10410842,eqxial,-2.0,-2.0,-2.0,-2.0,,-2
rw10436742,irishred530,-2.0,-2.0,-2.0,,,-2
rw10408126,mohammedalbakkar,-1.0,,,,-1.0,-2
rw10411327,imdbfan-7183630601,-1.0,,0.0,,,-1
rw10427468,imdbfan-3516604471,-2.0,,,,,-1
rw10398009,imdbfan-0808480216,-2.0,,,,-2.0,-2
rw10397563,littlemisstrouble1985,1.0,1.0,,,,1
rw10401115,stephenmcastro,-1.0,-1.0,1.0,2.0,,1
rw10408127,hcekerbicer,-2.0,-2.0,-2.0,-2.0,,-2
rw10420420,imdbfan-3977374519,-1.0,-2.0,0.0,,-2.0,-2
rw10405232,yourlung,-2.0,,-2.0,,,-2
rw10409051,imdbfan-1045357661,-2.0,-2.0,,,,-2
rw10407876,kgsfymykn,-2.0,-2.0,,,,-2
rw10393740,kennull,-2.0,,-2.0,,-1.0,-1
rw10407320,calebgilbert-73297,-1.0,-2.0,-1.0,,,-2
rw10409819,ginajorja,1.0,1.0,-1.0,,1.0,1
rw10406541,JoRicTV_,0.0,1.0,0.0,0.0,,0
rw10412718,imdbfan-2037948905,-2.0,-2.0,-2.0,-1.0,,-2
rw10412821,imdbfan-0522538896,-2.0,-2.0,-2.0,,,-2
rw10412872,KindomKorner,-2.0,,,,,-2
rw10411848,imdbfan-6120204949,-2.0,-2.0,,,-1.0,-2
rw10407755,imdbfan-7736712376,-2.0,,,,-1.0,-2
rw10411560,SHOCKWAVE187,-2.0,-1.0,1.0,,-1.0,-2
rw10415555,fannygold,1.0,,,,1.0,1
rw10407459,imdbfan-7891793719,-2.0,1.0,-2.0,,,-2
rw10407251,lamiakajal,-2.0,-2.0,-2.0,-2.0,,-2
rw10412241,B-Once-Hey,-2.0,,-2.0,,,-2
rw10407899,bxmqsdkk,-2.0,-1.0,,,,-1
rw10412182,imdbfan-9414734095,-2.0,-2.0,-2.0,,,-2
rw10412691,dxrhvybb,-1.0,-2.0,,,,-2
rw10411348,imdbfan-9240764101,-2.0,-2.0,,,,-2
rw10412395,villefort-21475,-2.0,,,,,-2
rw10424891,JerNe00,2.0,2.0,,,,2
rw10414765,imdbfan-7340877380,1.0,-1.0,1.0,1.0,,1
rw10411576,imdbfan-1986523650,-2.0,-2.0,-2.0,,-2.0,-2
rw10407277,imdbfan-0149756890,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10415588,imdbfan-5286771548,-1.0,-2.0,-1.0,,,-2
rw10411533,Kryptonite-Dragon,-2.0,,-2.0,,-2.0,-2
rw10411983,karansingh-70348,-2.0,-2.0,-2.0,-2.0,,-2
rw10411668,majed_khaldi,-2.0,-2.0,,,,-2
rw10407777,lennoxruffner,-2.0,-2.0,-2.0,-1.0,,-2
rw10407733,imdbfan-3839952648,-1.0,-1.0,,,,-1
rw10424438,imdbfan-3386036772,2.0,2.0,2.0,,,2
rw10409523,mkbcgxqy,-1.0,2.0,,-1.0,1.0,1
rw10414293,imdbfan-0160974652,-2.0,0.0,-2.0,1.0,,-2
rw10412292,marciusb,-2.0,-2.0,-2.0,,,-2
rw10411711,imdbfan-6175802147,-1.0,-1.0,,,,-1
rw10412075,imdbfan-5949694755,-2.0,,,,,-2
rw10407806,imdbfan-3423220998,-2.0,1.0,,-2.0,,-2
rw10411800,HardLight,,-1.0,-2.0,-1.0,,-1
rw10407622,markovicu,-2.0,-2.0,,,,-2
rw10413483,imdbfan-4958610745,-1.0,-1.0,-2.0,-1.0,,-2
rw10414526,imdbfan-2350420234,1.0,1.0,1.0,,1.0,1
rw10409343,stormbw,-1.0,-1.0,,0.0,,0
rw10412761,imdbfan-5545219938,-2.0,-1.0,,0.0,-1.0,-1
rw10407272,JAM-yea,-2.0,,-1.0,-1.0,,-1
rw10411716,imdbfan-6965310211,-2.0,-2.0,,,-2.0,-2
rw10412914,imdbfan-4553829664,-2.0,-2.0,-2.0,,,-2
rw10407897,ClaudieXX,-2.0,-2.0,-2.0,0.0,,-2
rw10411956,oliver-18701,-2.0,-2.0,-2.0,,,-2
rw10436616,rpgaska,1.0,1.0,2.0,,,1
rw10415994,imdbfan-5878042988,0.0,1.0,1.0,1.0,,1
rw10412937,imdbfan-9961268426,-2.0,,-1.0,,,-2
rw10413567,imdbfan-8120206433,-1.0,-1.0,,,-1.0,-1
rw10413048,imdbfan-1938303072,-2.0,-1.0,-2.0,,,-2
rw10423005,maijawadah,-2.0,-2.0,-2.0,-2.0,,-2
rw10412157,That_gurl666,-2.0,-2.0,,-2.0,-2.0,-2
rw10437978,LukeA-0,-2.0,-2.0,-2.0,,,-2
rw10412951,imdbfan-0963452853,-2.0,-2.0,-2.0,,,-2
rw10411496,rsplasvegas,-2.0,,-2.0,,,-2
rw10411739,imdbfan-7420176562,-2.0,,,,,-2
rw10420439,imdbfan-4204326607,1.0,1.0,1.0,,1.0,1
rw10420625,sntmkdxd,0.0,,,2.0,,1
rw10413683,imdbfan-7345062708,-2.0,-1.0,,,,-2
rw10412796,lesfleursdumal-55684,-2.0,-1.0,-2.0,,,-2
rw10411836,imdbfan-1083819984,-2.0,,0.0,,,-2
rw10413281,imdbfan-0044857788,-2.0,,,,-2.0,-2
rw10415081,imdbfan-6034631156,-2.0,-2.0,-2.0,,,-2
rw10412924,imdbfan-6381650726,-2.0,-2.0,-1.0,,,-2
rw10412295,imdbfan-4951531626,-1.0,,-1.0,,,-1
rw10404231,Cire_Warren,1.0,,,,1.0,1
rw10413997,mahdyg-39340,-2.0,,-2.0,,,-2
rw10414412,imdbfan-5569912904,-2.0,-2.0,-2.0,,,-2
rw10411676,tjesser-50515,-1.0,-1.0,-1.0,,,-1
rw10418035,kingkhozeyla,-2.0,-2.0,-2.0,,,-2
rw10411518,jakesmithforyou,-2.0,-2.0,-2.0,,,-2
rw10411337,imdbfan-0989916758,-2.0,-1.0,,,,-2
rw10411965,imdbfan-5818306615,-2.0,-2.0,-2.0,,,-2
rw10411617,imdbfan-6386431973,-2.0,-2.0,-2.0,-2.0,,-2
rw10419473,ShiShi26,1.0,-1.0,1.0,-1.0,,1
rw10400600,cruise01,-1.0,1.0,-1.0,1.0,,0
rw10411429,imdbfan-6525988143,-2.0,-2.0,-2.0,1.0,,-2
rw10411869,imdbfan-4530844879,-2.0,,-2.0,,,-2
rw10411436,imdbfan-6232055526,-2.0,,,,,-2
rw10413525,imdbfan-8540702989,-2.0,,,,,-2
rw10407149,imdbfan-4082641940,-2.0,-2.0,,,,-2
rw10407260,piersombrio,,,,,,-2
rw10411343,imdbfan-8294302861,-1.0,,-1.0,,,-1
rw10417681,jmtregre,1.0,1.0,1.0,,,1
rw10407142,imdbfan-6047122112,-2.0,-2.0,,1.0,,-2
rw10412582,imdbfan-8806249150,-2.0,-2.0,-2.0,-1.0,,-2
rw10413362,SchmunzelTV,-2.0,-2.0,-2.0,-2.0,,-2
rw10412721,imdbfan-3502337946,-2.0,-2.0,-2.0,,,-2
rw10407885,imdbfan-5754636410,-1.0,,-1.0,,,-1
rw10425938,son_goku-90199,-1.0,-1.0,,,,-1
rw10441025,Bravom-0,-2.0,-1.0,-2.0,,-1.0,-2
rw10417978,weisters,2.0,2.0,1.0,,,2
rw10435361,Samjk-4,-2.0,-2.0,-2.0,-1.0,,-2
rw10411296,imdbfan-1811411253,-1.0,-1.0,-1.0,,,-1
rw10439733,KaylaB-9,-2.0,-2.0,-2.0,,,-2
rw10425557,hrvojekovacicek,-2.0,-1.0,,1.0,,-1
rw10430102,imdbfan-9736721816,-2.0,,-2.0,,,-2
rw10403860,imdbfan-0833710902,-1.0,-1.0,-1.0,,,-2
rw10408955,vassiliskounelis,-2.0,,-2.0,,-2.0,-2
rw10397315,osofie-18435,,-2.0,,1.0,,-1
rw10411163,planet-10257,-2.0,-2.0,,-2.0,,-2
rw10419734,imdbfan-7132376610,1.0,1.0,,-1.0,2.0,1
rw10408103,bigkai2002-872-811460,,,,,0.0,0
rw10403867,yellowfellows7,-1.0,1.0,,,,-1
rw10411021,imdbfan-5278318896,-2.0,,,,-1.0,-2
rw10408069,imdbfan-5783664009,-2.0,-1.0,-2.0,-2.0,,-2
rw10426710,Mudocin,-2.0,-2.0,-2.0,-2.0,,-2
rw10408082,imdbfan-1504476303,-2.0,,-1.0,-1.0,,-2
rw10408084,imdbfan-3817366333,-2.0,-2.0,,,,-2
rw10428273,imdbfan-4183535329,-2.0,-2.0,-2.0,,,-2
rw10411269,igorlerinc-31607,-2.0,-2.0,-2.0,,,-2
rw10427249,imdbfan-5409071056,-2.0,,,,-2.0,-2
rw10403443,xkntjfmm,-2.0,-2.0,,,,-2
rw10403262,shalamka,-2.0,-2.0,-2.0,-2.0,,-2
rw10403361,sharonford-38036,-1.0,-2.0,,,,-2
rw10419772,imdbfan-4368397061,-2.0,-2.0,-2.0,,,-2
rw10408911,sommerlilli,-2.0,-1.0,-2.0,,,-2
rw10401484,imdbfan-0871886703,1.0,1.0,1.0,1.0,,1
rw10403211,triumph-81112,-2.0,,,,-1.0,-2
rw10403547,carterburger,-2.0,,,,,-2
rw10425866,imdbfan-0889615322,-2.0,-1.0,-1.0,,,-2
rw10425326,imdbfan-7359215318,-1.0,-1.0,,,-1.0,-1
rw10429294,arampapik,-2.0,,,,-2.0,-2
rw10411121,imdbfan-8296473318,-2.0,-2.0,-2.0,,-1.0,-2
rw10410966,rojo1664,-2.0,,,0.0,-2.0,-2
rw10425630,imdbfan-8061230765,-1.0,-1.0,,1.0,,-1
rw10418967,helloepicfilm,-1.0,,2.0,1.0,,1
rw10430188,imdbfan-9088245288,-2.0,-2.0,-2.0,,,-2
rw10396712,imdbfan-2242807513,-2.0,-2.0,,0.0,,-2
rw10394699,Charlie_The_Steak,-2.0,,-2.0,,,-2
rw10397873,docbennett-472-557329,-1.0,-1.0,-1.0,,,-1
rw10396462,rossigkind,-2.0,-2.0,,-2.0,,-2
rw10395284,georginaherbert,0.0,1.0,-1.0,,,0
rw10427503,charlie123456789,-1.0,,,,,-1
rw10395261,remmy_lebau,-2.0,-2.0,-1.0,,,-2
rw10427456,rikajessie,1.0,1.0,2.0,0.0,1.0,1
rw10423555,marci-42083,-1.0,-1.0,,-1.0,,-1
rw10423559,piscitear,-1.0,-1.0,-1.0,1.0,,-1
rw10395435,gazzajoneill,-1.0,,1.0,,-1.0,-1
rw10404114,imdbfan-4655319399,-1.0,-2.0,-1.0,,,-1
rw10395424,t_hudson15,-2.0,-1.0,,-1.0,,-2
rw10399168,amygag,-1.0,,,1.0,,-1
rw10428224,imdbfan-5357314207,-2.0,,-2.0,-2.0,,-2
rw10392568,zkonedog,-1.0,2.0,,1.0,-1.0,0
rw10417700,ljhedlund,1.0,,2.0,1.0,1.0,1
rw10411324,farouqabukhamireh,-1.0,-2.0,1.0,,,-1
rw10425521,zeroartgfx,-2.0,-1.0,-2.0,-1.0,,-2
rw10403897,imdbfan-7542447831,-2.0,-2.0,,,,-2
rw10428436,jonathonleopold,-1.0,0.0,-2.0,,,-1
rw10411107,imdbfan-1506070010,-2.0,,-1.0,-1.0,,-2
rw10402758,imdbfan-6612656157,-2.0,-1.0,-1.0,,-2.0,-2
rw10411200,imdbfan-8806617792,-2.0,-2.0,,,,-2
rw10403850,imdbfan-4408569563,-1.0,,,,,-1
rw10419595,T-Rex28,1.0,,,2.0,1.0,2
rw10402355,imdbfan-3809004426,-2.0,-2.0,,,,-2
rw10428088,sliderho,-2.0,,-2.0,,,-2
rw10403892,imdbfan-9461072036,-2.0,-2.0,-2.0,,,-2
rw10403903,saracm-36054,-2.0,,-2.0,,-1.0,-1
rw10403894,imdbfan-544,,-2.0,,,,-2
rw10403842,madabmus,-2.0,-1.0,-2.0,0.0,,-1
rw10428086,imdbfan-4784195289,-2.0,-2.0,-2.0,,-1.0,-2
rw10403506,carlossolis,-2.0,,-2.0,,-2.0,-2
rw10418041,imdbfan-6098707023,1.0,-1.0,-1.0,1.0,1.0,1
rw10423511,imdbfan-6929543719,-2.0,-2.0,,,,-2
rw10410977,imdbfan-4295987581,-1.0,-2.0,-1.0,,0.0,-1
rw10413380,gepetordi,-2.0,-2.0,-2.0,,,-2
rw10434324,chypher-22349,-2.0,-2.0,,,,-2
rw10403856,Ida-Lucia,-2.0,,,,-1.0,-2
rw10403851,imdbfan-7358094580,-2.0,-2.0,,,-1.0,-2
rw10428356,sam-can-sc,-2.0,,-1.0,,,-1
rw10408068,imdbfan-3764423449,,,,,-1.0,-1
rw10419992,zoevella,1.0,1.0,,1.0,1.0,1
rw10425341,tpalmermarvel,-2.0,-2.0,,,,-2
rw10398843,Java_Joe,-1.0,1.0,,,,-1
rw10435005,IzzyF-6,-1.0,-2.0,,,,-2
rw10435274,AnnaW-55,-2.0,-2.0,,-2.0,,-2
rw10422564,imdbfan-3033334243,-2.0,-2.0,,,,-2
rw10415717,imdbfan-2848067381,-2.0,-1.0,-2.0,,,-2
rw10412929,kwarau,-1.0,-1.0,1.0,,,-2
rw10420621,kieranhealy-54700,,2.0,2.0,2.0,,2
rw10412877,Bossdyer,-2.0,,-2.0,,,-2
rw10412580,imdbfan-4661765093,-1.0,-2.0,,,,-2
rw10412859,imdbfan-1669718439,-2.0,,-2.0,,-1.0,-2
rw10412995,imdbfan-9344359382,-2.0,,-2.0,,-1.0,-2
rw10407558,PewPewMaster,-2.0,,-2.0,,-2.0,-2
rw10407262,michal-53129,-2.0,,,,-2.0,-2
rw10412592,imdbfan-1299995584,-2.0,,,,,-2
rw10418376,imdbfan-3198762938,0.0,1.0,1.0,,,1
rw10412194,latuned,-2.0,-2.0,,,,-2
rw10410680,mmmkay94,-2.0,-1.0,-1.0,-2.0,,-2
rw10414401,imdbfan-2791500237,-1.0,-2.0,-1.0,,-1.0,-2
rw10422978,darrenalfred213,-1.0,-1.0,-2.0,,,-1
rw10405797,nilsvonk,-2.0,-2.0,-2.0,,,-2
rw10405417,qjzvdjvr,-2.0,-2.0,,,-2.0,-2
rw10422459,imdbfan-8389391163,-1.0,-1.0,-1.0,,,-1
rw10414358,imdbfan-4440165000,,,,,,-2
rw10390873,imdbfan-8693281705,1.0,1.0,2.0,1.0,,1
rw10405090,dinukasandeepa,-1.0,-2.0,-2.0,,,-2
rw10414963,imdbfan-6842087462,-2.0,-1.0,,,0.0,-2
rw10412870,martin-76012,-1.0,-1.0,-1.0,-1.0,,-2
rw10412550,imdbfan-6013257869,-2.0,,-2.0,,,-2
rw10407365,shbygt,-2.0,-2.0,,,,-2
rw10415778,imdbfan-9070959706,-2.0,-2.0,,,-1.0,-1
rw10416282,Faisal_KK,-2.0,-1.0,-2.0,,,-1
rw10412411,imdbfan-0134019971,-2.0,-1.0,-2.0,-1.0,-2.0,-2
rw10428673,imdbfan-6389879890,2.0,1.0,2.0,,,1
rw10422951,imdbfan-0493551908,-2.0,-1.0,-2.0,-1.0,,-2
rw10407508,estudiostecnicos,-2.0,-1.0,,,-1.0,-2
rw10418232,imdbfan-9433484690,-2.0,-1.0,-2.0,,,-2
rw10407091,ihplace-20508,-2.0,-2.0,-2.0,,-2.0,-2
rw10407569,daniel-27595,-2.0,,,,,-1
rw10416212,carolinesteffi,-1.0,,,,-1.0,-1
rw10407124,imdbfan-4746861769,-2.0,-2.0,-2.0,,,-2
rw10412554,imdbfan-9172846363,-1.0,,,,-1.0,-1
rw10419546,frqwftx,0.0,,1.0,,,1
rw10412942,lee_r_dixon,-2.0,,,,-2.0,-2
rw10413926,StregaAsuka,-1.0,,,-1.0,,-1
rw10413177,Jthuesen,-2.0,-2.0,,,,-2
rw10407132,jlgarcia-88669,-1.0,-1.0,,,0.0,-1
rw10417814,janho-53304,-1.0,-2.0,-2.0,,-1.0,-1
rw10415837,imdbfan-8597554938,-2.0,,,,,-2
rw10412825,cryonic-979-361771,-2.0,-2.0,-2.0,,,-2
rw10413279,liverpoolsiena,-2.0,-2.0,,-2.0,,-2
rw10417585,mariarizwan-96214,1.0,2.0,-1.0,,1.0,1
rw10415064,haruoiriguti,-2.0,-2.0,-2.0,,,-2
rw10411852,kcgsknxn,0.0,,,,,0
rw10407117,imdbfan-4027396379,-2.0,-2.0,-2.0,,,-2
rw10422768,imdbfan-0904965148,-2.0,,-1.0,-1.0,,-2
rw10416163,imdbfan-1206559150,-2.0,,,,,-2
rw10415241,imdbfan-7943775047,-2.0,-2.0,,,,-2
rw10412819,bearjrstock,-2.0,-2.0,-2.0,,,-2
rw10413042,imdbfan-6355821169,-2.0,,,,-1.0,-1
rw10419547,katjasteckstor,1.0,1.0,1.0,,1.0,1
rw10412651,imdbfan-5352404366,-2.0,-2.0,,,,-2
rw10412469,imdbfan-2185163199,-2.0,-2.0,,,,-2
rw10433769,harmonyrhyme,-2.0,-2.0,,,,-2
rw10412560,imdbfan-8824583364,-1.0,,-1.0,,-1.0,-1
rw10412848,mohammadam,-2.0,-2.0,-2.0,,,-2
rw10420133,gzjkyc,-2.0,,1.0,,,-2
rw10412456,cliffmerayah,-2.0,-2.0,,,,-2
rw10415218,imdbfan-3809935251,-2.0,,,,,-2
rw10414993,alirezanejat,-2.0,,,,,-2
rw10417616,tzrtncb,1.0,,1.0,1.0,1.0,2
rw10407644,imdbfan-1703679990,-2.0,-2.0,-2.0,,,-2
rw10412726,mjjw-1,-1.0,1.0,1.0,-1.0,,-1
rw10415594,mariamazhar,-2.0,-2.0,-2.0,-2.0,,-2
rw10416200,hannabattle-net,-2.0,,-2.0,,,-2
rw10412229,gottfridsjodin,,-2.0,-2.0,,,-2
rw10413222,cut85,-2.0,-2.0,,,,-2
rw10412454,imdbfan-3658632860,-2.0,-2.0,-2.0,,,-2
rw10417883,stavrosdimitrakis-43045,-1.0,-1.0,1.0,1.0,,0
rw10413076,mattr1981-763-136737,-2.0,-1.0,-2.0,1.0,,-1
rw10394202,imdbfan-8687417940,1.0,1.0,2.0,-1.0,,1
rw10416221,rafaljakob,-2.0,-2.0,-2.0,,,-2
rw10407054,James_Sawyerr,-1.0,,,,-1.0,-1
rw10412101,mohamedabdelbadei,-1.0,-2.0,-2.0,0.0,,-2
rw10407649,imdbfan-3927201667,-2.0,-2.0,,,,-2
rw10407667,imdbfan-6713243826,-2.0,-2.0,,,,-2
rw10407654,imdbfan-0909559350,-2.0,,,,,-2
rw10413181,alonepofigist,-2.0,1.0,,,,-2
rw10389113,styledbyesther,1.0,,1.0,1.0,,1
rw10433185,JDD-874,-2.0,,,,,-2
rw10413032,ashot-743-209295,-2.0,-2.0,,,,-2
rw10401135,imdbfan-9456846299,-2.0,-2.0,,,,-2
rw10407980,austinrcarly,-2.0,,,,,-2
rw10408010,imdbfan-7895032727,-2.0,-2.0,,,,-2
rw10413123,imdbfan-5737377658,-2.0,-2.0,-2.0,-2.0,,-2
rw10423037,imdbfan-2896773234,,,,,,-2
rw10424871,lawnmorgan,-1.0,-1.0,-1.0,-1.0,,-1
rw10393069,megan_billet,1.0,1.0,,,,2
rw10407968,derail-22823,-2.0,-1.0,,-1.0,,-2
rw10399844,irivlin,-2.0,,,,,-2
rw10407956,clebrfrigo,-2.0,,,,,-2
rw10401627,imdbfan-1654993941,-2.0,1.0,,-1.0,,-1
rw10403008,msassorossi,-2.0,,,,,-2
rw10401815,imdbfan-0858178455,-2.0,-2.0,1.0,-2.0,,-1
rw10407961,iacobdaniel-96806,-1.0,-1.0,,,,-1
rw10402964,imdbfan-0842157339,-2.0,,-2.0,,,-2
rw10392828,ogram-12137,2.0,2.0,2.0,2.0,2.0,2
rw10403163,LiviusAndronicus,-1.0,1.0,,,,-1
rw10412876,imdbfan-4722516724,-2.0,-2.0,,,,-2
rw10428795,fbfwvfy,-2.0,-2.0,,,,-2
rw10407966,boygermanotta,-2.0,-1.0,-2.0,,,-2
rw10428297,Moviegoer1013,-2.0,,-1.0,-1.0,,-1
rw10394858,imdbfan-3982801492,-1.0,1.0,-1.0,1.0,,-1
rw10393719,imdbfan-1831215678,-2.0,-2.0,,-1.0,-1.0,-2
rw10394952,danmoura-51964,1.0,,1.0,1.0,1.0,2
rw10395933,felipepygula,-2.0,-2.0,1.0,-2.0,,-2
rw10393716,DanailDobrev,-2.0,-2.0,-2.0,,,-2
rw10393866,lfc-39979,-2.0,-1.0,,-1.0,,-2
rw10411220,imdbfan-7621773885,-2.0,,1.0,,,-1
rw10440739,JaydenP-9,-2.0,,,,,-2
rw10425572,imdbfan-8898926377,-2.0,-2.0,,,,-2
rw10434993,AudreyS-9,-1.0,,,,-1.0,-1
